2025-05-02 01:02:00,124 - INFO - Epoch: 0, Iter: 0/1, NLL: 19.9426, Reg term: 0.000, Total Grad Norm: 165.440540
2025-05-02 01:03:44,500 - INFO - Epoch: 1, Iter: 0/1, NLL: 19.8978, Reg term: 0.000, Total Grad Norm: 159.333618
2025-05-02 01:07:15,400 - INFO - Epoch: 0, Iter: 0/1, NLL: 18.6083, Reg term: 0.000, Total Grad Norm: 155.239844
2025-05-02 01:09:38,853 - INFO - Epoch: 1, Iter: 0/1, NLL: 18.4545, Reg term: 0.000, Total Grad Norm: 161.109401
2025-05-02 01:10:11,178 - INFO - Epoch: 2, Iter: 0/1, NLL: 18.2977, Reg term: 0.000, Total Grad Norm: 152.292285
2025-05-02 01:10:43,432 - INFO - Epoch: 3, Iter: 0/1, NLL: 18.1400, Reg term: 0.000, Total Grad Norm: 148.476816
2025-05-02 01:11:19,453 - INFO - Epoch: 4, Iter: 0/1, NLL: 17.9805, Reg term: 0.000, Total Grad Norm: 153.305911
2025-05-02 01:11:48,787 - INFO - Epoch: 5, Iter: 0/1, NLL: 17.8184, Reg term: 0.000, Total Grad Norm: 147.352602
2025-05-02 01:12:19,843 - INFO - Epoch: 6, Iter: 0/1, NLL: 17.6515, Reg term: 0.000, Total Grad Norm: 153.187997
2025-05-02 01:12:49,255 - INFO - Epoch: 7, Iter: 0/1, NLL: 17.4833, Reg term: 0.000, Total Grad Norm: 145.836700
2025-05-02 01:13:17,243 - INFO - Epoch: 8, Iter: 0/1, NLL: 17.3130, Reg term: 0.000, Total Grad Norm: 140.843746
2025-05-02 01:13:47,263 - INFO - Epoch: 9, Iter: 0/1, NLL: 17.1414, Reg term: 0.000, Total Grad Norm: 136.786588
2025-05-02 01:14:30,724 - INFO - Epoch: 10, Iter: 0/1, NLL: 16.9677, Reg term: 0.000, Total Grad Norm: 143.516076
2025-05-02 01:15:11,707 - INFO - Epoch: 11, Iter: 0/1, NLL: 16.7929, Reg term: 0.000, Total Grad Norm: 135.398954
2025-05-02 01:15:52,045 - INFO - Epoch: 12, Iter: 0/1, NLL: 16.6174, Reg term: 0.000, Total Grad Norm: 133.328941
2025-05-02 01:16:40,764 - INFO - Epoch: 13, Iter: 0/1, NLL: 16.4417, Reg term: 0.000, Total Grad Norm: 142.512780
2025-05-02 01:17:22,501 - INFO - Epoch: 14, Iter: 0/1, NLL: 16.2651, Reg term: 0.000, Total Grad Norm: 136.904444
2025-05-02 01:17:59,383 - INFO - Epoch: 15, Iter: 0/1, NLL: 16.0884, Reg term: 0.000, Total Grad Norm: 126.558943
2025-05-02 01:18:45,743 - INFO - Epoch: 16, Iter: 0/1, NLL: 15.9141, Reg term: 0.000, Total Grad Norm: 140.047364
2025-05-02 01:19:21,088 - INFO - Epoch: 17, Iter: 0/1, NLL: 15.7403, Reg term: 0.000, Total Grad Norm: 133.393255
2025-05-02 01:19:54,468 - INFO - Epoch: 18, Iter: 0/1, NLL: 15.5702, Reg term: 0.000, Total Grad Norm: 126.042549
2025-05-02 01:20:27,074 - INFO - Epoch: 19, Iter: 0/1, NLL: 15.4021, Reg term: 0.000, Total Grad Norm: 139.616630
2025-05-02 01:21:10,788 - INFO - Epoch: 20, Iter: 0/1, NLL: 15.2381, Reg term: 0.000, Total Grad Norm: 131.399775
2025-05-02 01:25:41,168 - INFO - Epoch: 21, Iter: 0/1, NLL: 15.0764, Reg term: 0.000, Total Grad Norm: 118.819365
2025-05-02 01:26:11,225 - INFO - Epoch: 22, Iter: 0/1, NLL: 14.9203, Reg term: 0.000, Total Grad Norm: 116.918840
