2025-05-02 01:15:23,280 - INFO - Epoch: 0, Iter: 0/1, NLL: 18.3956, Reg term: 0.000, Total Grad Norm: 133.496931
2025-05-02 01:21:36,158 - INFO - Epoch: 1, Iter: 0/1, NLL: 18.3934, Reg term: 0.000, Total Grad Norm: 123.907336
2025-05-02 01:22:58,237 - INFO - Epoch: 2, Iter: 0/1, NLL: 18.3884, Reg term: 0.000, Total Grad Norm: 115.892431
2025-05-02 01:24:02,426 - INFO - Epoch: 3, Iter: 0/1, NLL: 18.3802, Reg term: 0.000, Total Grad Norm: 117.059178
2025-05-02 01:24:53,247 - INFO - Epoch: 4, Iter: 0/1, NLL: 18.3689, Reg term: 0.000, Total Grad Norm: 124.558755
2025-05-02 01:25:52,059 - INFO - Epoch: 5, Iter: 0/1, NLL: 18.3643, Reg term: 0.000, Total Grad Norm: 110.491513
2025-05-02 01:26:40,646 - INFO - Epoch: 6, Iter: 0/1, NLL: 18.3638, Reg term: 0.000, Total Grad Norm: 123.159009
2025-05-02 01:27:33,732 - INFO - Epoch: 7, Iter: 0/1, NLL: 18.3764, Reg term: 0.000, Total Grad Norm: 112.552283
2025-05-02 01:28:37,857 - INFO - Epoch: 8, Iter: 0/1, NLL: 18.3870, Reg term: 0.000, Total Grad Norm: 109.333929
2025-05-02 01:29:23,407 - INFO - Epoch: 9, Iter: 0/1, NLL: 18.3797, Reg term: 0.000, Total Grad Norm: 116.083687
2025-05-02 01:30:20,662 - INFO - Epoch: 10, Iter: 0/1, NLL: 18.3539, Reg term: 0.000, Total Grad Norm: 118.505755
2025-05-02 01:31:03,101 - INFO - Epoch: 11, Iter: 0/1, NLL: 18.2928, Reg term: 0.000, Total Grad Norm: 100.953366
2025-05-02 01:31:45,621 - INFO - Epoch: 12, Iter: 0/1, NLL: 18.1944, Reg term: 0.000, Total Grad Norm: 122.207896
2025-05-02 01:32:38,835 - INFO - Epoch: 13, Iter: 0/1, NLL: 18.0727, Reg term: 0.000, Total Grad Norm: 108.947601
2025-05-02 01:33:19,326 - INFO - Epoch: 14, Iter: 0/1, NLL: 17.9332, Reg term: 0.000, Total Grad Norm: 125.728863
