2025-05-07 19:00:42,337 - INFO - Epoch: 0, Iter: 0/1, NLL: 18.7990, Reg term: 0.000, Total Grad Norm: 21.582130
2025-05-07 19:01:43,197 - INFO - Epoch: 1, Iter: 0/1, NLL: 18.7005, Reg term: 0.000, Total Grad Norm: 7.379774
2025-05-07 19:01:51,528 - INFO - Epoch: 2, Iter: 0/1, NLL: 18.6535, Reg term: 0.000, Total Grad Norm: 7.603651
2025-05-07 19:02:01,366 - INFO - Epoch: 3, Iter: 0/1, NLL: 18.6059, Reg term: 0.000, Total Grad Norm: 7.209365
2025-05-07 19:02:10,610 - INFO - Epoch: 4, Iter: 0/1, NLL: 18.5515, Reg term: 0.000, Total Grad Norm: 10.524903
2025-05-07 19:02:20,248 - INFO - Epoch: 5, Iter: 0/1, NLL: 18.5051, Reg term: 0.000, Total Grad Norm: 10.553707
2025-05-07 19:02:28,354 - INFO - Epoch: 6, Iter: 0/1, NLL: 18.4561, Reg term: 0.000, Total Grad Norm: 12.692273
2025-05-07 19:02:39,507 - INFO - Epoch: 7, Iter: 0/1, NLL: 18.4051, Reg term: 0.000, Total Grad Norm: 13.253496
2025-05-07 19:02:49,494 - INFO - Epoch: 8, Iter: 0/1, NLL: 18.3510, Reg term: 0.000, Total Grad Norm: 12.456404
2025-05-07 19:03:03,426 - INFO - Epoch: 9, Iter: 0/1, NLL: 18.2958, Reg term: 0.000, Total Grad Norm: 9.887704
2025-05-07 19:03:14,668 - INFO - Epoch: 10, Iter: 0/1, NLL: 18.2430, Reg term: 0.000, Total Grad Norm: 7.854772
2025-05-07 19:03:26,326 - INFO - Epoch: 11, Iter: 0/1, NLL: 18.1922, Reg term: 0.000, Total Grad Norm: 7.351010
2025-05-07 19:03:38,297 - INFO - Epoch: 12, Iter: 0/1, NLL: 18.1437, Reg term: 0.000, Total Grad Norm: 6.823948
2025-05-07 19:03:48,661 - INFO - Epoch: 13, Iter: 0/1, NLL: 18.0973, Reg term: 0.000, Total Grad Norm: 6.250213
2025-05-07 19:04:00,553 - INFO - Epoch: 14, Iter: 0/1, NLL: 18.0531, Reg term: 0.000, Total Grad Norm: 5.940099
2025-05-07 19:04:11,061 - INFO - Epoch: 15, Iter: 0/1, NLL: 18.0111, Reg term: 0.000, Total Grad Norm: 7.484811
2025-05-07 19:04:21,708 - INFO - Epoch: 16, Iter: 0/1, NLL: 17.9685, Reg term: 0.000, Total Grad Norm: 6.444696
2025-05-07 19:04:31,321 - INFO - Epoch: 17, Iter: 0/1, NLL: 17.9268, Reg term: 0.000, Total Grad Norm: 5.665613
2025-05-07 19:04:42,244 - INFO - Epoch: 18, Iter: 0/1, NLL: 17.8871, Reg term: 0.000, Total Grad Norm: 5.613195
2025-05-07 19:04:56,456 - INFO - Epoch: 19, Iter: 0/1, NLL: 17.8476, Reg term: 0.000, Total Grad Norm: 5.375290
2025-05-07 19:05:08,421 - INFO - Epoch: 20, Iter: 0/1, NLL: 17.8090, Reg term: 0.000, Total Grad Norm: 5.088052
2025-05-07 19:06:08,829 - INFO - Epoch: 21, Iter: 0/1, NLL: 17.7709, Reg term: 0.000, Total Grad Norm: 4.813712
2025-05-07 19:06:19,972 - INFO - Epoch: 22, Iter: 0/1, NLL: 17.7330, Reg term: 0.000, Total Grad Norm: 4.569292
2025-05-07 19:06:32,066 - INFO - Epoch: 23, Iter: 0/1, NLL: 17.6958, Reg term: 0.000, Total Grad Norm: 4.388715
2025-05-07 19:06:44,964 - INFO - Epoch: 24, Iter: 0/1, NLL: 17.6584, Reg term: 0.000, Total Grad Norm: 4.240911
2025-05-07 19:06:56,459 - INFO - Epoch: 25, Iter: 0/1, NLL: 17.6216, Reg term: 0.000, Total Grad Norm: 4.157174
2025-05-07 19:07:06,885 - INFO - Epoch: 26, Iter: 0/1, NLL: 17.5847, Reg term: 0.000, Total Grad Norm: 4.172949
2025-05-07 19:07:17,334 - INFO - Epoch: 27, Iter: 0/1, NLL: 17.5475, Reg term: 0.000, Total Grad Norm: 4.370283
2025-05-07 19:07:27,010 - INFO - Epoch: 28, Iter: 0/1, NLL: 17.5093, Reg term: 0.000, Total Grad Norm: 4.898297
2025-05-07 19:07:37,367 - INFO - Epoch: 29, Iter: 0/1, NLL: 17.4696, Reg term: 0.000, Total Grad Norm: 5.427618
2025-05-07 19:07:46,935 - INFO - Epoch: 30, Iter: 0/1, NLL: 17.4291, Reg term: 0.000, Total Grad Norm: 4.630937
2025-05-07 19:07:57,450 - INFO - Epoch: 31, Iter: 0/1, NLL: 17.3891, Reg term: 0.000, Total Grad Norm: 4.875210
2025-05-07 19:08:09,246 - INFO - Epoch: 32, Iter: 0/1, NLL: 17.3467, Reg term: 0.000, Total Grad Norm: 5.490041
2025-05-07 19:08:20,345 - INFO - Epoch: 33, Iter: 0/1, NLL: 17.3026, Reg term: 0.000, Total Grad Norm: 5.152788
2025-05-07 19:08:34,485 - INFO - Epoch: 34, Iter: 0/1, NLL: 17.2612, Reg term: 0.000, Total Grad Norm: 6.206854
2025-05-07 19:08:49,772 - INFO - Epoch: 35, Iter: 0/1, NLL: 17.2197, Reg term: 0.000, Total Grad Norm: 6.499037
