2025-05-02 01:35:10,698 - INFO - Epoch: 0, Iter: 0/1, NLL: 17.1832, Reg term: 0.000, Total Grad Norm: 52.335594
2025-05-02 01:42:08,027 - INFO - Epoch: 1, Iter: 0/1, NLL: 17.0232, Reg term: 0.000, Total Grad Norm: 52.201907
2025-05-02 01:43:19,869 - INFO - Epoch: 2, Iter: 0/1, NLL: 16.8660, Reg term: 0.000, Total Grad Norm: 51.202637
2025-05-02 01:44:24,573 - INFO - Epoch: 3, Iter: 0/1, NLL: 16.7123, Reg term: 0.000, Total Grad Norm: 49.133292
2025-05-02 01:45:22,136 - INFO - Epoch: 4, Iter: 0/1, NLL: 16.5617, Reg term: 0.000, Total Grad Norm: 49.227571
2025-05-02 01:46:27,755 - INFO - Epoch: 5, Iter: 0/1, NLL: 16.4146, Reg term: 0.000, Total Grad Norm: 48.099040
2025-05-02 01:47:31,433 - INFO - Epoch: 6, Iter: 0/1, NLL: 16.2709, Reg term: 0.000, Total Grad Norm: 49.219022
2025-05-02 01:48:35,669 - INFO - Epoch: 7, Iter: 0/1, NLL: 16.1309, Reg term: 0.000, Total Grad Norm: 46.184225
2025-05-02 01:49:37,764 - INFO - Epoch: 8, Iter: 0/1, NLL: 15.9945, Reg term: 0.000, Total Grad Norm: 46.020095
2025-05-02 01:50:41,588 - INFO - Epoch: 9, Iter: 0/1, NLL: 15.8619, Reg term: 0.000, Total Grad Norm: 45.241684
2025-05-02 01:52:05,688 - INFO - Epoch: 10, Iter: 0/1, NLL: 15.7335, Reg term: 0.000, Total Grad Norm: 44.931261
2025-05-02 01:53:05,995 - INFO - Epoch: 11, Iter: 0/1, NLL: 15.6087, Reg term: 0.000, Total Grad Norm: 44.535648
2025-05-02 01:53:58,060 - INFO - Epoch: 12, Iter: 0/1, NLL: 15.4881, Reg term: 0.000, Total Grad Norm: 44.723974
2025-05-02 01:54:50,348 - INFO - Epoch: 13, Iter: 0/1, NLL: 15.3714, Reg term: 0.000, Total Grad Norm: 42.381871
2025-05-02 01:56:01,060 - INFO - Epoch: 14, Iter: 0/1, NLL: 15.2591, Reg term: 0.000, Total Grad Norm: 40.438861
2025-05-02 01:57:00,649 - INFO - Epoch: 15, Iter: 0/1, NLL: 15.1510, Reg term: 0.000, Total Grad Norm: 40.013790
2025-05-02 01:58:21,262 - INFO - Epoch: 16, Iter: 0/1, NLL: 15.0468, Reg term: 0.000, Total Grad Norm: 38.664935
2025-05-02 01:59:13,485 - INFO - Epoch: 17, Iter: 0/1, NLL: 14.9470, Reg term: 0.000, Total Grad Norm: 36.807437
2025-05-02 02:00:17,195 - INFO - Epoch: 18, Iter: 0/1, NLL: 14.8514, Reg term: 0.000, Total Grad Norm: 39.369500
2025-05-02 02:01:07,291 - INFO - Epoch: 19, Iter: 0/1, NLL: 14.7589, Reg term: 0.000, Total Grad Norm: 36.639650
2025-05-02 02:02:17,743 - INFO - Epoch: 20, Iter: 0/1, NLL: 14.6700, Reg term: 0.000, Total Grad Norm: 35.609340
2025-05-02 02:10:05,355 - INFO - Epoch: 21, Iter: 0/1, NLL: 14.5844, Reg term: 0.000, Total Grad Norm: 35.247879
2025-05-02 02:10:47,561 - INFO - Epoch: 22, Iter: 0/1, NLL: 14.5026, Reg term: 0.000, Total Grad Norm: 36.173293
2025-05-02 02:11:54,730 - INFO - Epoch: 23, Iter: 0/1, NLL: 14.4232, Reg term: 0.000, Total Grad Norm: 33.979194
2025-05-02 02:12:52,826 - INFO - Epoch: 24, Iter: 0/1, NLL: 14.3467, Reg term: 0.000, Total Grad Norm: 35.099545
2025-05-02 02:13:41,414 - INFO - Epoch: 25, Iter: 0/1, NLL: 14.2728, Reg term: 0.000, Total Grad Norm: 32.454425
2025-05-02 02:14:29,228 - INFO - Epoch: 26, Iter: 0/1, NLL: 14.2014, Reg term: 0.000, Total Grad Norm: 30.687858
2025-05-02 02:15:26,618 - INFO - Epoch: 27, Iter: 0/1, NLL: 14.1325, Reg term: 0.000, Total Grad Norm: 32.887021
2025-05-02 02:16:16,784 - INFO - Epoch: 28, Iter: 0/1, NLL: 14.0659, Reg term: 0.000, Total Grad Norm: 32.686182
