2025-05-02 01:03:24,512 - INFO - Epoch: 0, Iter: 0/1, NLL: 17.8163, Reg term: 0.000, Total Grad Norm: 106.285100
2025-05-02 01:05:23,835 - INFO - Epoch: 0, Iter: 0/1, NLL: 18.3844, Reg term: 0.000, Total Grad Norm: 111.832885
2025-05-02 01:06:34,309 - INFO - Epoch: 1, Iter: 0/1, NLL: 18.1726, Reg term: 0.000, Total Grad Norm: 112.128077
2025-05-02 01:06:52,895 - INFO - Epoch: 2, Iter: 0/1, NLL: 17.9681, Reg term: 0.000, Total Grad Norm: 111.370951
2025-05-02 01:07:11,878 - INFO - Epoch: 3, Iter: 0/1, NLL: 17.7697, Reg term: 0.000, Total Grad Norm: 109.306908
2025-05-02 01:07:34,227 - INFO - Epoch: 4, Iter: 0/1, NLL: 17.5771, Reg term: 0.000, Total Grad Norm: 104.927719
2025-05-02 01:07:55,043 - INFO - Epoch: 5, Iter: 0/1, NLL: 17.3904, Reg term: 0.000, Total Grad Norm: 107.606651
2025-05-02 01:08:19,008 - INFO - Epoch: 6, Iter: 0/1, NLL: 17.2097, Reg term: 0.000, Total Grad Norm: 106.186817
2025-05-02 01:08:43,257 - INFO - Epoch: 7, Iter: 0/1, NLL: 17.0344, Reg term: 0.000, Total Grad Norm: 104.405117
2025-05-02 01:09:17,083 - INFO - Epoch: 8, Iter: 0/1, NLL: 16.8650, Reg term: 0.000, Total Grad Norm: 100.908818
2025-05-02 01:09:49,913 - INFO - Epoch: 9, Iter: 0/1, NLL: 16.7010, Reg term: 0.000, Total Grad Norm: 97.454394
2025-05-02 01:10:29,710 - INFO - Epoch: 10, Iter: 0/1, NLL: 16.5427, Reg term: 0.000, Total Grad Norm: 94.582586
2025-05-02 01:11:00,912 - INFO - Epoch: 11, Iter: 0/1, NLL: 16.3904, Reg term: 0.000, Total Grad Norm: 95.233377
2025-05-02 01:11:42,419 - INFO - Epoch: 12, Iter: 0/1, NLL: 16.2432, Reg term: 0.000, Total Grad Norm: 103.814243
2025-05-02 01:12:25,618 - INFO - Epoch: 13, Iter: 0/1, NLL: 16.1013, Reg term: 0.000, Total Grad Norm: 95.135888
2025-05-02 01:13:00,321 - INFO - Epoch: 14, Iter: 0/1, NLL: 15.9644, Reg term: 0.000, Total Grad Norm: 95.353667
2025-05-02 01:13:40,764 - INFO - Epoch: 15, Iter: 0/1, NLL: 15.8328, Reg term: 0.000, Total Grad Norm: 90.018246
2025-05-02 01:14:18,376 - INFO - Epoch: 16, Iter: 0/1, NLL: 15.7063, Reg term: 0.000, Total Grad Norm: 85.159162
2025-05-02 01:14:52,964 - INFO - Epoch: 17, Iter: 0/1, NLL: 15.5846, Reg term: 0.000, Total Grad Norm: 94.345598
2025-05-02 01:15:31,434 - INFO - Epoch: 18, Iter: 0/1, NLL: 15.4673, Reg term: 0.000, Total Grad Norm: 89.132135
2025-05-02 01:16:07,233 - INFO - Epoch: 19, Iter: 0/1, NLL: 15.3544, Reg term: 0.000, Total Grad Norm: 84.294416
2025-05-02 01:16:51,123 - INFO - Epoch: 20, Iter: 0/1, NLL: 15.2458, Reg term: 0.000, Total Grad Norm: 83.304952
2025-05-02 01:20:26,938 - INFO - Epoch: 21, Iter: 0/1, NLL: 15.1417, Reg term: 0.000, Total Grad Norm: 76.346638
2025-05-02 01:21:15,645 - INFO - Epoch: 22, Iter: 0/1, NLL: 15.0413, Reg term: 0.000, Total Grad Norm: 71.481413
2025-05-02 01:21:49,295 - INFO - Epoch: 23, Iter: 0/1, NLL: 14.9449, Reg term: 0.000, Total Grad Norm: 80.692421
2025-05-02 01:22:24,281 - INFO - Epoch: 24, Iter: 0/1, NLL: 14.8514, Reg term: 0.000, Total Grad Norm: 79.940007
2025-05-02 01:22:53,100 - INFO - Epoch: 25, Iter: 0/1, NLL: 14.7616, Reg term: 0.000, Total Grad Norm: 78.707339
2025-05-02 01:23:20,802 - INFO - Epoch: 26, Iter: 0/1, NLL: 14.6743, Reg term: 0.000, Total Grad Norm: 77.451445
2025-05-02 01:23:56,037 - INFO - Epoch: 27, Iter: 0/1, NLL: 14.5900, Reg term: 0.000, Total Grad Norm: 81.009396
2025-05-02 01:24:19,253 - INFO - Epoch: 28, Iter: 0/1, NLL: 14.5083, Reg term: 0.000, Total Grad Norm: 76.790280
2025-05-02 01:24:45,624 - INFO - Epoch: 29, Iter: 0/1, NLL: 14.4288, Reg term: 0.000, Total Grad Norm: 65.089798
2025-05-02 01:25:12,133 - INFO - Epoch: 30, Iter: 0/1, NLL: 14.3523, Reg term: 0.000, Total Grad Norm: 74.971042
2025-05-02 01:25:34,581 - INFO - Epoch: 31, Iter: 0/1, NLL: 14.2776, Reg term: 0.000, Total Grad Norm: 67.581482
2025-05-02 01:26:01,866 - INFO - Epoch: 32, Iter: 0/1, NLL: 14.2049, Reg term: 0.000, Total Grad Norm: 75.108484
2025-05-02 01:26:27,651 - INFO - Epoch: 33, Iter: 0/1, NLL: 14.1348, Reg term: 0.000, Total Grad Norm: 71.087451
2025-05-02 01:26:54,336 - INFO - Epoch: 34, Iter: 0/1, NLL: 14.0657, Reg term: 0.000, Total Grad Norm: 69.374367
2025-05-02 01:27:15,336 - INFO - Epoch: 35, Iter: 0/1, NLL: 13.9987, Reg term: 0.000, Total Grad Norm: 68.278401
2025-05-02 01:27:38,914 - INFO - Epoch: 36, Iter: 0/1, NLL: 13.9332, Reg term: 0.000, Total Grad Norm: 70.458176
2025-05-02 01:28:05,737 - INFO - Epoch: 37, Iter: 0/1, NLL: 13.8694, Reg term: 0.000, Total Grad Norm: 66.327274
2025-05-02 01:28:26,378 - INFO - Epoch: 38, Iter: 0/1, NLL: 13.8071, Reg term: 0.000, Total Grad Norm: 70.669714
2025-05-02 01:28:47,565 - INFO - Epoch: 39, Iter: 0/1, NLL: 13.7462, Reg term: 0.000, Total Grad Norm: 70.322391
2025-05-02 01:29:21,161 - INFO - Epoch: 40, Iter: 0/1, NLL: 13.6867, Reg term: 0.000, Total Grad Norm: 61.944252
2025-05-02 01:31:49,907 - INFO - Epoch: 41, Iter: 0/1, NLL: 13.6289, Reg term: 0.000, Total Grad Norm: 62.489911
2025-05-02 01:32:14,079 - INFO - Epoch: 42, Iter: 0/1, NLL: 13.5722, Reg term: 0.000, Total Grad Norm: 62.818386
2025-05-02 01:32:37,459 - INFO - Epoch: 43, Iter: 0/1, NLL: 13.5171, Reg term: 0.000, Total Grad Norm: 54.483318
2025-05-02 01:33:01,498 - INFO - Epoch: 44, Iter: 0/1, NLL: 13.4636, Reg term: 0.000, Total Grad Norm: 57.358186
2025-05-02 01:33:25,120 - INFO - Epoch: 45, Iter: 0/1, NLL: 13.4115, Reg term: 0.000, Total Grad Norm: 57.796216
2025-05-02 01:33:47,628 - INFO - Epoch: 46, Iter: 0/1, NLL: 13.3606, Reg term: 0.000, Total Grad Norm: 67.758442
2025-05-02 01:34:18,351 - INFO - Epoch: 47, Iter: 0/1, NLL: 13.3107, Reg term: 0.000, Total Grad Norm: 54.781285
2025-05-02 01:34:52,159 - INFO - Epoch: 48, Iter: 0/1, NLL: 13.2618, Reg term: 0.000, Total Grad Norm: 49.970923
2025-05-02 01:35:27,365 - INFO - Epoch: 49, Iter: 0/1, NLL: 13.2145, Reg term: 0.000, Total Grad Norm: 59.854527
